;Municipalitynumber;Municipality;Size;Residents;Buildingprice;Grasslandprice
1806;41422.0;Schärding;3.96;5251.0;97.66;14.66
1807;41423.0;Schardenberg;31.6;244.0;41.81;8.71
1808;41424.0;Sigharting;5.67;8250.0;34.88;13.25
1809;41425.0;Suben;6.41;1558.0;39.77;22.64
1810;41426.0;Taufkirchen an der Pram;29.16;2921.0;36.14;13.05
1811;41427.0;Vichtenstein;10.77;6140.0;39.75;10.69
1812;41428.0;Waldkirchen am Wesen;21.45;1185.0;44.3;3.63
1813;41429.0;Wernstein am Inn;16.53;1534.0;39.77;15.0
1814;41430.0;Zell an der Pram;23.38;2016.0;46.27;5.17
1815;;;;;;
1816;;;;;;
1817;20601.0;Bad Kleinkirchheim;74.04;17.0;139.44;2.79
1818;20602.0;Baldramsdorf;38.02;1865.0;50.52;3.07
1819;20603.0;Berg im Drautal;54.26;1276.0;54.0;5.07
1820;20604.0;Dellach im Drautal;76.13;159.0;45.0;2.65
1821;20605.0;Großkirchheim;109.58;1309.0;45.18;5.0
1822;20607.0;Flattach;98.9;1191.0;43.16;2.08
1823;20608.0;Gmünd in Kärnten;31.56;2553.0;38.84;3.64
1824;20609.0;Greifenburg;76.26;1727.0;47.43;4.54
1825;20610.0;Heiligenblut am Großglockner;193.27;9960.0;48.28;5.87
1826;20611.0;Irschen;33.45;1962.0;43.52;3.72
1827;20613.0;Kleblach-Lind;63.03;117.0;36.08;3.8
1828;20616.0;Lendorf;34.39;1704.0;57.43;2.7
1829;20618.0;Mallnitz;111.82;7610.0;57.62;3.16
1830;20619.0;Malta;262.21;1943.0;30.06;3.22
1831;20620.0;Millstatt am See;57.78;3443.0;100.0;1.99
1832;20622.0;Mörtschach;74.77;8270.0;40.54;10.33
1833;20624.0;Mühldorf;24.43;1006.0;51.0;3.97
1834;20625.0;Oberdrauburg;69.96;1187.0;44.18;5.4
1835;20627.0;Obervellach;104.46;2171.0;37.5;3.58
1836;20630.0;Radenthein;89.36;5789.0;64.04;2.5
1837;20631.0;Rangersdorf;84.32;1707.0;44.99;2.17
1838;20632.0;Rennweg am Katschberg;120.55;1738.0;38.29;3.24
1839;20633.0;Sachsenburg;42.61;1328.0;35.71;5.54
1840;20634.0;Seeboden am Millstätter See;44.46;6455.0;85.0;3.57
1841;20635.0;Spittal an der Drau;48.59;15353.0;79.17;4.5
1842;20636.0;Stall;96.52;1531.0;40.58;3.58
1843;20637.0;Steinfeld;81.37;2042.0;45.02;3.48
1844;20638.0;Trebesing;73.84;117.0;36.0;2.31
1845;20639.0;Weißensee;78.14;7600.0;185.81;4.78
1846;20640.0;Winklern;37.23;122.0;48.19;4.53
1847;20642.0;Krems in Kärnten;207.59;1662.0;47.06;1.73
1848;20643.0;Lurnfeld;33.02;2671.0;51.7;3.62
1849;20644.0;Reißeck;139.79;2102.0;41.8;3.41
1850;;;;;;
1851;;;;;;
1852;40101.0;Linz;96.03;206591.0;339.18;18.36
1853;;;;;;
1854;;;;;;
1855;40201.0;Steyr;26.56;38137.0;139.22;10.87
1856;;;;;;
1857;;;;;;
1858;40301.0;Wels;45.91;62454.0;185.0;10.34
1859;;;;;;
1860;;;;;;
1861;41501.0;Adlwang;17.2;1885.0;86.6;6.18
1862;41502.0;Aschach an der Steyr;21.94;2305.0;75.8;3.39
1863;41503.0;Bad Hall;13.31;542.0;101.18;7.7
1864;41504.0;Dietach;20.71;3257.0;117.73;9.08
1865;41505.0;Gaflenz;59.03;193.0;65.36;4.28
1866;41506.0;Garsten;53.32;6646.0;106.68;5.44
1867;41507.0;Großraming;108.07;2684.0;61.62;2.17
1868;41508.0;Laussa;34.5;1235.0;46.24;4.6
1869;41509.0;Losenstein;19.4;1632.0;60.23;2.1
1870;41510.0;Maria Neustift;45.89;1608.0;52.21;4.38
1871;41511.0;Pfarrkirchen bei Bad Hall;11.14;2317.0;98.48;6.8
1872;41512.0;Reichraming;102.74;171.0;48.52;6.5
1873;41513.0;Rohr im Kremstal;13.6;1413.0;76.97;8.11
1874;41514.0;St. Ulrich bei Steyr;39.12;303.0;158.03;13.59
1875;41515.0;Schiedlberg;30.03;1244.0;86.83;10.84
1876;41516.0;Sierning;38.3;9374.0;86.0;8.57
1877;41517.0;Ternberg;62.11;3391.0;80.14;4.06
1878;41518.0;Waldneukirchen;26.57;2223.0;71.23;9.61
1879;41521.0;Wolfern;32.59;3171.0;98.51;8.95
1880;41522.0;Weyer;223.88;4177.0;48.0;6.2
1881;;;;;;
1882;;;;;;
1883;62311.0;Edelsbach bei Feldbach;16.14;135.0;26.36;3.91
1884;62314.0;Eichkögl;14.92;1336.0;26.44;8.34
1885;62326.0;Halbenrain;38.8;1742.0;29.45;2.41
1886;62330.0;Jagerberg;29.07;1639.0;112.53;2.52
1887;62332.0;Kapfenstein;28.69;1566.0;45.48;2.49
1888;62335.0;Klöch;16.42;1166.0;30.06;4.32
1889;62343.0;Mettersdorf am Saßbach;22.77;1284.0;25.1;3.62
1890;62368.0;Tieschen;18.18;1223.0;66.13;2.8
1891;62372.0;Unterlamm;16.74;1248.0;24.55;2.77
1892;62375.0;Bad Gleichenberg;38.79;5221.0;35.68;2.66
1893;62376.0;Bad Radkersburg;30.01;3178.0;37.11;3.66
1894;62377.0;Deutsch Goritz;34.04;1798.0;22.88;3.11
1895;62378.0;Fehring;87.27;718.0;27.9;3.07
1896;62379.0;Feldbach;67.31;13457.0;40.0;3.37
1897;62380.0;Gnas;81.8;5994.0;28.27;3.05
1898;62381.0;Kirchbach-Zerlach;39.18;3267.0;30.12;2.32
1899;62382.0;Kirchberg an der Raab;43.93;4578.0;29.0;4.0
1900;62383.0;Mureck;38.75;3529.0;30.02;4.54
1901;62384.0;Paldau;39.23;3159.0;26.49;2.64
1902;62385.0;Pirching am Traubenberg;31.58;2532.0;33.57;2.42
1903;62386.0;Riegersburg;71.17;4954.0;29.41;3.14
1904;62387.0;Sankt Anna am Aigen;32.63;2364.0;24.13;2.0
1905;62388.0;Sankt Peter am Ottersbach;48.59;2945.0;24.88;3.03
1906;62389.0;Sankt Stefan im Rosental;43.22;3907.0;32.54;2.6
1907;62390.0;Straden;56.53;3523.0;25.0;2.63
1908;;;;;;
1909;;;;;;
1910;50501.0;Göriach;44.13;3430.0;66.91;2.41
1911;50502.0;Lessach;72.28;5360.0;51.6;17.9
1912;50503.0;Mariapfarr;47.38;2395.0;87.1;5.89
1913;50504.0;Mauterndorf;32.73;1593.0;90.17;4.08
1914;50505.0;Muhr;116.15;4900.0;;5.17
1915;50506.0;Ramingstein;94.23;1062.0;75.01;8.0
1916;50507.0;Sankt Andrä im Lungau;10.5;7690.0;80.05;8.73
1917;50508.0;Sankt Margarethen im Lungau;24.46;7180.0;86.0;6.97
1918;50509.0;Sankt Michael im Lungau;68.87;3521.0;95.63;5.65
1919;50510.0;Tamsweg;117.53;5746.0;90.71;4.85
1920;50511.0;Thomatal;75.73;3530.0;56.25;4.87
1921;50512.0;Tweng;86.64;2490.0;50.97;1.74
1922;50513.0;Unternberg;18.95;1014.0;80.32;6.34
1923;50514.0;Weißpriach;80.32;3100.0;55.05;2.35
1924;50515.0;Zederhaus;130.51;1176.0;58.01;4.15
1925;;;;;;
1926;;;;;;
1927;32101.0;Absdorf;16.0;2139.0;85.0;8.0
1928;32104.0;Atzenbrugg;26.02;3125.0;72.38;5.12
1929;32106.0;Fels am Wagram;29.42;2356.0;149.2;3.62
1930;32107.0;Grafenwörth;46.42;3173.0;73.53;3.8
1931;32109.0;Großriedenthal;18.76;9190.0;143.66;3.34
1932;32110.0;Großweikersdorf;43.43;3191.0;75.0;3.09
1933;32112.0;Judenau-Baumgarten;14.32;2285.0;112.5;5.28
1934;32114.0;Kirchberg am Wagram;60.29;3709.0;78.0;4.61
1935;32115.0;Königsbrunn am Wagram;28.6;137.0;62.16;3.96
1936;32116.0;Königstetten;13.15;2525.0;148.35;3.08
1937;32119.0;Langenrohr;22.57;2426.0;103.37;4.57
1938;32120.0;Michelhausen;32.03;3424.0;140.55;6.34
1939;32131.0;Sieghartskirchen;61.72;7528.0;98.81;2.53
1940;32132.0;Sitzenberg-Reidling;22.15;2231.0;75.0;4.94
1941;32134.0;Tulbing;18.36;2978.0;140.2;3.43
1942;32135.0;Tulln an der Donau;72.26;16209.0;161.89;5.07
1943;32139.0;Würmla;20.45;147.0;70.27;6.09
1944;32140.0;Zeiselmauer-Wolfpassing;12.73;2315.0;141.02;2.66
1945;32141.0;Zwentendorf an der Donau;53.78;4095.0;61.27;10.16
1946;32142.0;St. Andrä-Wördern;39.33;7861.0;163.33;2.72
1947;32143.0;Muckendorf-Wipfing;6.34;1664.0;117.06;5.99
1948;32144.0;Klosterneuburg;76.24;27487.0;429.52;4.86
1949;;;;;;
1950;;;;;;
1951;41601.0;Alberndorf in der Riedmark;40.38;4165.0;98.91;2.66
1952;41602.0;Altenberg bei Linz;36.33;4666.0;145.28;6.34
1953;41603.0;Bad Leonfelden;40.4;4253.0;105.95;3.96
1954;41604.0;Eidenberg;29.28;2119.0;88.35;5.0
1955;41605.0;Engerwitzdorf;41.01;8805.0;146.02;4.3
1956;41606.0;Feldkirchen an der Donau;39.42;5353.0;97.86;6.34
1957;41607.0;Gallneukirchen;5.19;6583.0;212.55;3.5
1958;41608.0;Goldwörth;10.83;8170.0;87.44;6.5
1959;41609.0;Gramastetten;40.25;5119.0;123.99;4.78
1960;41610.0;Haibach im Mühlkreis;14.58;9230.0;61.29;2.22
1961;41611.0;Hellmonsödt;18.08;2337.0;136.9;4.0
1962;41612.0;Herzogsdorf;35.6;2648.0;60.66;17.44
1963;41613.0;Kirchschlag bei Linz;16.79;2201.0;108.15;3.65
1964;41614.0;Lichtenberg;18.6;2705.0;179.2;6.1
1965;41615.0;Oberneukirchen;34.65;3188.0;59.0;7.73
1966;41616.0;Ottenschlag im Mühlkreis;13.15;5590.0;65.49;1.83
1967;41617.0;Ottensheim;11.73;4748.0;229.78;4.53
1968;41618.0;Puchenau;8.18;4454.0;279.19;4.14
1969;41619.0;Reichenau im Mühlkreis;9.58;1336.0;80.94;13.89
1970;41620.0;Reichenthal;18.9;1498.0;65.03;6.3
1971;41621.0;St. Gotthard im Mühlkreis;12.07;1305.0;63.19;5.32
1972;41622.0;Schenkenfelden;25.87;1572.0;56.98;3.52
1973;41623.0;Sonnberg im Mühlkreis;12.61;1024.0;85.0;2.02
1974;41624.0;Steyregg;32.97;4946.0;115.06;3.4
1975;41626.0;Walding;15.33;4177.0;138.71;11.16
1976;41627.0;Zwettl an der Rodl;15.47;1756.0;86.56;2.61
1977;41628.0;Vorderweißenbach;63.24;2669.0;56.84;13.26
1978;;;;;;
1979;;;;;;
1980;20701.0;Afritz am See;28.07;1408.0;38.83;2.91
1981;20702.0;Arnoldstein;67.5;7016.0;54.95;2.3
1982;20703.0;Arriach;70.86;1343.0;32.01;3.08
1983;20705.0;Bad Bleiberg;44.76;2183.0;30.01;2.56
1984;20707.0;Feistritz an der Gail;19.33;6180.0;42.61;2.45
1985;20708.0;Feld am See;33.68;1077.0;60.43;3.44
1986;20710.0;Ferndorf;31.43;2098.0;40.02;8.15
1987;20711.0;Finkenstein am Faaker See;102.1;9045.0;75.22;2.63
1988;20712.0;Fresach;38.8;1218.0;36.27;4.47
1989;20713.0;Hohenthurn;27.24;8770.0;43.66;2.1
1990;20719.0;Nötsch im Gailtal;42.74;2265.0;51.52;2.97
1991;20720.0;Paternion;105.51;579.0;42.0;5.0
1992;20721.0;Rosegg;19.16;1817.0;54.11;2.11
1993;20722.0;St. Jakob im Rosental;78.65;4292.0;40.11;2.05
1994;20723.0;Stockenboi;100.1;1616.0;38.66;1.78
1995;20724.0;Treffen am Ossiacher See;71.07;4454.0;66.97;1.99
1996;20725.0;Velden am Wörther See;53.03;9008.0;68.8;2.86
1997;20726.0;Weißenstein;49.19;2917.0;47.25;3.22
1998;20727.0;Wernberg;26.44;5573.0;64.33;3.37
1999;;;;;;
2000;;;;;;
2001;20201.0;Villach;134.96;62907.0;155.94;3.74
2002;;;;;;
2003;;;;;;
2004;61611.0;Krottendorf-Gaisfeld;17.06;246.0;48.0;4.98
2005;61612.0;Ligist;34.64;324.0;50.2;2.24
2006;61615.0;Mooskirchen;17.98;2205.0;48.14;3.02
2007;61618.0;Rosental an der Kainach;6.55;1683.0;45.48;7.38
2008;61621.0;Sankt Martin am Wöllmißberg;25.78;8180.0;47.68;2.08
2009;61624.0;Stallhofen;27.34;3151.0;46.47;1.98
2010;61625.0;Voitsberg;28.64;9429.0;70.18;2.47
2011;61626.0;Bärnbach;31.61;5657.0;63.19;4.58
2012;61627.0;Edelschrott;87.74;1713.0;36.12;2.6
2013;61628.0;Geistthal-Södingberg;52.64;15.0;27.31;2.83
2014;61629.0;Hirschegg-Pack;99.19;1011.0;30.12;9.87
2015;61630.0;Kainach bei Voitsberg;83.48;1605.0;30.05;8.39
2016;61631.0;Köflach;43.33;9764.0;54.08;3.67
2017;61632.0;Maria Lankowitz;104.28;278.0;50.0;3.27
2018;61633.0;Söding-Sankt Johann;19.38;4097.0;51.0;3.85
2019;;;;;;
2020;;;;;;
2021;41701.0;Ampflwang im Hausruckwald;20.57;3383.0;48.0;3.09
2022;41703.0;Attnang-Puchheim;12.33;9102.0;91.05;7.19
2023;41704.0;Atzbach;14.18;122.0;56.03;5.07
2024;41705.0;Aurach am Hongar;24.8;1727.0;59.19;4.04
2025;41706.0;Berg im Attergau;20.59;1073.0;90.0;7.02
2026;41707.0;Desselbrunn;17.38;1863.0;52.5;11.22
2027;41708.0;Fornach;17.76;9750.0;48.38;2.72
2028;41709.0;Frankenburg am Hausruck;48.58;4899.0;50.47;3.07
2029;41710.0;Frankenmarkt;18.42;3692.0;68.59;9.68
2030;41711.0;Gampern;26.34;2989.0;63.19;5.9
2031;41712.0;Innerschwand am Mondsee;18.75;1172.0;118.46;2.29
2032;41713.0;Lenzing;8.89;5216.0;74.37;6.14
2033;41714.0;Manning;10.05;7900.0;57.35;6.13
2034;41715.0;Mondsee;16.61;3822.0;255.95;18.35
2035;41716.0;Neukirchen an der Vöckla;23.6;2629.0;46.8;4.94
2036;41717.0;Niederthalheim;15.34;1095.0;48.05;7.11
2037;41718.0;Nußdorf am Attersee;27.52;1148.0;190.89;2.77
2038;41719.0;Oberhofen am Irrsee;21.2;1682.0;101.25;4.31
2039;41720.0;Oberndorf bei Schwanenstadt;6.05;1388.0;59.87;3.48
2040;41721.0;Oberwang;38.85;1744.0;91.69;7.2
2041;41722.0;Ottnang am Hausruck;30.29;3912.0;46.41;3.18
2042;41723.0;Pfaffing;12.91;148.0;52.27;4.54
2043;41724.0;Pilsbach;10.28;6230.0;100.39;2.83
2044;41725.0;Pitzenberg;6.14;5470.0;68.46;2.59
2045;41726.0;Pöndorf;50.93;242.0;48.52;4.53
2046;41727.0;Puchkirchen am Trattberg;7.73;106.0;47.09;18.12
2047;41728.0;Pühret;6.53;6250.0;57.89;3.09
2048;41729.0;Redleiten;14.34;5410.0;40.21;3.81
2049;41730.0;Redlham;8.05;1624.0;63.23;12.51
2050;41731.0;Regau;33.95;6681.0;86.17;3.62
2051;41732.0;Rüstorf;13.64;2166.0;65.44;7.08
2052;41733.0;Rutzenham;4.95;3000.0;53.75;2.61
2053;41734.0;St. Georgen im Attergau;15.59;4395.0;78.0;5.86
2054;41735.0;St. Lorenz;23.58;2514.0;230.25;7.01
2055;41736.0;Schlatt;11.01;138.0;72.0;7.65
2056;41737.0;Schörfling am Attersee;23.21;3459.0;152.82;3.56
2057;41738.0;Schwanenstadt;2.64;4362.0;87.31;14.66
2058;41739.0;Seewalchen am Attersee;23.76;5682.0;102.29;3.48
2059;41740.0;Steinbach am Attersee;61.15;8830.0;128.79;4.68
2060;41741.0;Straß im Attergau;30.86;1499.0;63.42;3.44
2061;41742.0;Tiefgraben;38.3;4028.0;214.7;4.19
2062;41743.0;Timelkam;18.14;579.0;87.5;4.33
2063;41744.0;Ungenach;14.44;1499.0;52.85;4.52
2064;41745.0;Unterach am Attersee;26.12;1517.0;254.43;3.74
2065;41746.0;Vöcklabruck;15.59;12403.0;144.72;6.31
2066;41747.0;Vöcklamarkt;27.46;5085.0;59.95;4.13
2067;41748.0;Weißenkirchen im Attergau;26.72;9740.0;47.85;3.43
2068;41749.0;Weyregg am Attersee;54.67;1563.0;233.2;2.47
2069;41750.0;Wolfsegg am Hausruck;11.97;1998.0;43.78;4.43
2070;41751.0;Zell am Moos;24.48;1618.0;187.64;3.68
2071;41752.0;Zell am Pettenfirst;13.69;1263.0;46.41;2.72
2072;;;;;;
2073;;;;;;
2074;20801.0;Bleiburg;69.79;4067.0;28.26;4.3
2075;20802.0;Diex;54.82;7960.0;34.77;1.48
2076;20803.0;Eberndorf;67.84;5878.0;36.32;2.83
2077;20804.0;Eisenkappel-Vellach;199.54;2277.0;35.63;2.49
2078;20805.0;Feistritz ob Bleiburg;54.15;2206.0;30.48;3.68
2079;20806.0;Gallizien;46.61;1752.0;33.12;2.5
2080;20807.0;Globasnitz;38.35;1603.0;33.7;3.4
2081;20808.0;Griffen;74.9;3431.0;34.86;3.11
2082;20810.0;Neuhaus;36.37;1021.0;26.73;2.2
2083;20812.0;Ruden;42.41;1514.0;31.72;6.42
2084;20813.0;St. Kanzian am Klopeiner See;41.1;4488.0;56.47;3.28
2085;20815.0;Sittersdorf;45.05;197.0;34.39;2.07
2086;20817.0;Völkermarkt;137.5;10919.0;44.44;3.39
2087;;;;;;
2088;;;;;;
2089;32202.0;Dietmanns;6.88;104.0;33.65;1.64
2090;32203.0;Dobersberg;47.58;1586.0;33.02;2.02
2091;32206.0;Gastern;24.99;1196.0;51.66;1.62
2092;32207.0;Groß-Siegharts;44.26;2722.0;29.16;1.99
2093;32209.0;Karlstein an der Thaya;48.89;1477.0;23.71;2.33
2094;32210.0;Kautzen;35.38;1119.0;;1.35
2095;32212.0;Ludweis-Aigen;51.19;9040.0;52.59;1.67
2096;32214.0;Pfaffenschlag bei Waidhofen a.d.Thaya;29.74;9240.0;;1.46
2097;32216.0;Raabs an der Thaya;134.66;2644.0;42.39;2.16
2098;32217.0;Thaya;43.3;1378.0;25.1;5.96
2099;32219.0;Vitis;55.54;2664.0;26.81;5.71
2100;32220.0;Waidhofen an der Thaya;46.07;5363.0;57.99;2.14
2101;32221.0;Waidhofen an der Thaya-Land;32.48;1273.0;25.1;9.73
2102;32222.0;Waldkirchen an der Thaya;42.7;5030.0;;1.24
2103;32223.0;Windigsteig;25.56;9210.0;;4.56
2104;;;;;;
2105;;;;;;
2106;30301.0;Waidhofen an der Ybbs;131.26;1121.0;88.77;2.73
2107;;;;;;
2108;;;;;;
2109;61701.0;Albersdorf-Prebuch;14.17;2184.0;68.8;2.9
2110;61708.0;Fischbach;61.61;1521.0;35.03;2.69
2111;61710.0;Floing;13.3;12.0;25.3;2.64
2112;61711.0;Gasen;33.96;8960.0;28.21;4.08
2113;61716.0;Markt Hartmannsdorf;29.23;2943.0;32.55;4.32
2114;61719.0;Hofstätten an der Raab;15.26;2329.0;54.79;2.69
2115;61727.0;Ludersdorf-Wilfersdorf;12.82;2462.0;59.98;2.43
2116;61728.0;Miesenbach bei Birkfeld;14.73;6780.0;27.41;11.8
2117;61729.0;Mitterdorf an der Raab;21.05;2119.0;46.85;2.62
2118;61730.0;Mortantsch;17.47;2182.0;68.05;6.46
2119;61731.0;Naas;20.82;1355.0;62.87;2.7
2120;61740.0;Puch bei Weiz;24.77;2045.0;35.06;2.17
2121;61741.0;Ratten;28.81;1107.0;31.56;7.8
2122;61743.0;Rettenegg;78.56;7160.0;34.47;4.47
2123;61744.0;St. Kathrein am Hauenstein;19.31;6360.0;24.27;2.56
2124;61745.0;Sankt Kathrein am Offenegg;40.43;107.0;28.72;3.23
2125;61746.0;St. Margarethen an der Raab;43.04;4107.0;40.21;2.85
2126;61748.0;Sinabelkirchen;37.21;4269.0;33.8;2.1
2127;61750.0;Strallegg;42.26;1911.0;31.71;4.31
2128;61751.0;Thannhausen;33.44;243.0;50.4;2.6
2129;61756.0;Anger;53.87;3994.0;32.52;4.0
2130;61757.0;Birkfeld;89.83;4969.0;33.75;6.69
2131;61758.0;Fladnitz an der Teichalm;66.55;1797.0;37.14;3.0
2132;61759.0;Gersdorf an der Feistritz;30.09;17.0;23.0;4.53
2133;61760.0;Gleisdorf;38.69;10916.0;55.57;2.25
2134;61761.0;Gutenberg-Stenzengreith;23.05;1623.0;33.75;2.56
2135;61762.0;Ilztal;22.5;2197.0;30.02;3.07
2136;61763.0;Passail;85.0;4404.0;37.5;3.0
2137;61764.0;Pischelsdorf am Kulm;28.15;3693.0;33.62;3.03
2138;61765.0;Sankt Ruprecht an der Raab;41.09;5392.0;41.03;3.37
2139;61766.0;Weiz;17.49;11797.0;86.28;4.19
2140;41801.0;Aichkirchen;6.5;6010.0;48.0;5.43
2141;41802.0;Bachmanning;7.22;7380.0;50.0;4.53
2142;41803.0;Bad Wimsbach-Neydharting;24.32;2592.0;68.75;7.55
2143;41804.0;Buchkirchen;32.16;4069.0;108.0;8.84
2144;41805.0;Eberstalzell;27.57;2701.0;75.84;11.32
2145;41806.0;Edt bei Lambach;21.18;2259.0;76.96;5.66
2146;41807.0;Fischlham;15.65;1359.0;80.0;4.53
2147;41808.0;Gunskirchen;36.25;6276.0;139.58;5.92
2148;41809.0;Holzhausen;7.76;1032.0;127.35;6.34
2149;41810.0;Krenglbach;15.34;3177.0;109.0;11.84
2150;41811.0;Lambach;3.74;3605.0;82.55;15.4
2151;41812.0;Marchtrenk;23.14;14038.0;126.33;9.06
2152;41813.0;Neukirchen bei Lambach;11.85;9310.0;61.13;8.99
2153;41814.0;Offenhausen;15.06;171.0;61.44;3.58
2154;41815.0;Pennewang;18.36;9190.0;76.61;7.03
2155;41816.0;Pichl bei Wels;26.44;2914.0;88.18;3.98
2156;41817.0;Sattledt;22.16;2712.0;86.17;8.1
2157;41818.0;Schleißheim;7.66;1425.0;118.99;5.93
2158;41819.0;Sipbachzell;24.89;2081.0;119.74;7.0
2159;41820.0;Stadl-Paura;15.03;5004.0;69.88;8.25
2160;41821.0;Steinerkirchen an der Traun;32.63;239.0;68.3;7.56
2161;41822.0;Steinhaus;25.13;2265.0;145.99;10.9
2162;41823.0;Thalheim bei Wels;16.32;5531.0;220.22;9.06
2163;41824.0;Weißkirchen an der Traun;21.72;3424.0;128.73;6.28
2164;32301.0;Bad Fischau-Brunn;20.65;3457.0;128.88;3.0
2165;32302.0;Bad Schönau;13.61;7260.0;61.32;3.67
2166;32304.0;Ebenfurth;23.51;3122.0;95.02;18.12
2167;32305.0;Eggendorf;20.63;4919.0;111.19;4.0
2168;32306.0;Bad Erlach;9.17;3142.0;105.75;2.72
2169;32307.0;Felixdorf;2.55;4356.0;104.31;7.09
2170;32308.0;Gutenstein;104.14;1271.0;63.65;2.0
2171;32309.0;Hochneukirchen-Gschaidt;35.27;1639.0;43.08;11.41
2172;32310.0;Hochwolkersdorf;23.81;1017.0;45.02;2.24
2173;32311.0;Hohe Wand;24.65;1401.0;77.97;2.17
2174;32312.0;Hollenthon;23.94;1008.0;36.66;19.28
2175;32313.0;Katzelsdorf;16.27;3223.0;144.67;2.86
2176;32314.0;Kirchschlag in der Buckligen Welt;57.81;2838.0;50.06;3.81
2177;32315.0;Krumbach;43.96;2276.0;64.8;5.44
2178;32316.0;Lanzenkirchen;29.88;3986.0;100.96;5.26
2179;32317.0;Lichtenegg;35.36;1044.0;56.32;18.25
2180;32318.0;Lichtenwörth;22.99;2766.0;111.98;3.58
2181;32319.0;Markt Piesting;18.31;3088.0;90.68;2.07
2182;32320.0;Matzendorf-Hölles;14.28;2091.0;96.77;1.89
2183;32321.0;Miesenbach;34.39;6780.0;41.26;1.8
2184;32322.0;Muggendorf;51.36;5100.0;61.96;1.97
2185;32323.0;Pernitz;16.76;2491.0;82.36;6.23
2186;32324.0;Rohr im Gebirge;80.92;4610.0;38.02;5.35
2187;32325.0;Bromberg;31.1;1188.0;41.2;4.13
2188;32326.0;Schwarzenbach;22.35;9270.0;;7.84
2189;32327.0;Sollenau;10.69;5194.0;139.22;3.64
2190;32330.0;Theresienfeld;11.48;3673.0;92.11;13.39
2191;32331.0;Waidmannsfeld;21.49;1503.0;68.29;2.5
2192;32332.0;Waldegg;36.12;2055.0;71.45;3.86
2193;32333.0;Walpersbach;16.5;1149.0;71.3;2.07
2194;32334.0;Weikersdorf am Steinfelde;14.4;1069.0;80.94;2.89
2195;32335.0;Wiesmath;38.47;1515.0;39.75;3.68
2196;32336.0;Winzendorf-Muthmannsdorf;16.21;1859.0;92.91;2.72
2197;32337.0;Wöllersdorf-Steinabrückl;14.59;4581.0;84.92;2.8
2198;32338.0;Zillingdorf;15.34;206.0;89.98;2.76
2199;30401.0;Wiener Neustadt;60.93;45728.0;162.0;3.49
2200;90101.0;Wien-Innere Stadt;2.87;16047.0;;
2201;90201.0;Wien-Leopoldstadt;19.25;105848.0;1731.66;
2202;90301.0;Wien-Landstraße;7.4;9168.0;1148.46;
2203;90401.0;Wien-Wieden;1.78;33212.0;;
2204;90501.0;Wien-Margareten;2.01;55123.0;5103.92;
2205;90601.0;Wien-Mariahilf;1.46;31651.0;4476.48;
2206;90701.0;Wien-Neubau;1.61;31961.0;;
2207;90801.0;Wien-Josefstadt;1.09;25021.0;2818.49;
2208;90901.0;Wien-Alsergrund;2.97;41884.0;1612.0;
2209;91001.0;Wien-Favoriten;31.83;207193.0;637.71;
2210;91101.0;Wien-Simmering;23.25;104434.0;645.62;
2211;91201.0;Wien-Meidling;8.1;97078.0;907.36;
2212;91301.0;Wien-Hietzing;37.71;5404.0;950.26;
2213;91401.0;Wien-Penzing;33.76;93634.0;605.86;
2214;91501.0;Wien-Rudolfsheim-Fünfhaus;3.92;76813.0;2451.62;
2215;91601.0;Wien-Ottakring;8.67;103117.0;747.35;
2216;91701.0;Wien-Hernals;11.39;57027.0;928.66;
2217;91801.0;Wien-Währing;6.35;51497.0;1440.0;
2218;91901.0;Wien-Döbling;24.94;73901.0;1171.71;
2219;92001.0;Wien-Brigittenau;5.71;86368.0;920.54;
2220;92101.0;Wien-Floridsdorf;44.44;167968.0;609.6;
2221;92201.0;Wien-Donaustadt;102.3;19523.0;547.24;
2222;92301.0;Wien-Liesing;32.06;110464.0;623.22;
2223;20901.0;Bad St. Leonhard im Lavanttal;111.89;4337.0;53.37;2.55
2224;20905.0;Frantschach-St. Gertraud;100.99;2558.0;47.82;1.89
2225;20909.0;Lavamünd;93.72;2877.0;29.52;5.47
2226;20911.0;Preitenegg;68.41;9270.0;31.2;3.02
2227;20912.0;Reichenfels;87.29;1794.0;37.63;2.49
2228;20913.0;St. Andrä;113.64;9859.0;38.91;4.53
2229;20914.0;St. Georgen im Lavanttal;72.39;1968.0;32.02;3.91
2230;20918.0;St. Paul im Lavanttal;47.48;3285.0;40.0;4.98
2231;20923.0;Wolfsberg;278.79;25012.0;62.15;3.84
2232;50601.0;Bramberg am Wildkogel;117.35;3938.0;133.42;8.62
2233;50602.0;Bruck an der Großglocknerstraße;45.71;4786.0;132.44;16.41
2234;50603.0;Dienten am Hochkönig;49.82;7400.0;118.65;13.92
2235;50604.0;Fusch an der Großglocknerstraße;158.16;7140.0;127.62;5.15
2236;50605.0;Hollersbach im Pinzgau;77.0;1242.0;170.23;6.25
2237;50606.0;Kaprun;100.3;313.0;262.98;6.9
2238;50607.0;Krimml;169.57;8350.0;161.3;9.66
2239;50608.0;Lend;29.37;1272.0;124.46;5.01
2240;50609.0;Leogang;90.42;3367.0;185.0;10.16
2241;50610.0;Lofer;55.69;2048.0;166.96;1.59
2242;50611.0;Maishofen;29.56;3625.0;276.0;14.14
