;Municipalitynumber;Municipality;Size;Residents;Buildingprice;Grasslandprice
916;31356.0;Droß;10.26;1028.0;66.89;3.7
917;;;;;;
918;;;;;;
919;70501.0;Alpbach;58.39;2531.0;225.64;9.33
920;70502.0;Angath;3.5;1017.0;264.38;2.97
921;70503.0;Bad Häring;9.29;283.0;261.5;28.29
922;70504.0;Brandenberg;130.1;153.0;152.01;1.82
923;70505.0;Breitenbach am Inn;37.99;3476.0;245.78;16.71
924;70506.0;Brixlegg;9.12;3016.0;254.38;4.75
925;70508.0;Ebbs;40.0;5634.0;239.53;14.14
926;70509.0;Ellmau;36.83;283.0;497.75;5.51
927;70510.0;Erl;26.93;1564.0;151.15;11.47
928;70511.0;Kirchbichl;14.94;5829.0;223.95;12.86
929;70512.0;Kramsach;26.87;4976.0;252.23;19.72
930;70513.0;Kufstein;39.37;19511.0;458.46;3.08
931;70514.0;Kundl;21.91;4707.0;286.68;24.64
932;70515.0;Langkampfen;26.48;418.0;235.89;24.16
933;70516.0;Mariastein;2.39;4420.0;177.66;19.65
934;70517.0;Münster;27.75;3395.0;279.67;15.98
935;70518.0;Niederndorf;7.22;2825.0;283.28;5.7
936;70519.0;Niederndorferberg;12.14;7290.0;190.0;4.46
937;70520.0;Radfeld;14.33;2555.0;274.25;22.38
938;70521.0;Rattenberg;0.11;4440.0;;
939;70522.0;Reith im Alpbachtal;27.43;2758.0;303.75;6.66
940;70523.0;Rettenschöss;16.25;5430.0;175.68;5.97
941;70524.0;Scheffau am Wilden Kaiser;31.47;1472.0;224.14;9.64
942;70525.0;Schwoich;18.75;256.0;232.04;9.6
943;70526.0;Söll;45.95;3658.0;304.95;9.2
944;70527.0;Thiersee;108.63;3017.0;162.43;19.93
945;70528.0;Angerberg;19.5;1901.0;229.78;12.15
946;70529.0;Walchsee;39.24;1935.0;275.87;16.9
947;70530.0;Wildschönau;97.37;4272.0;178.82;7.62
948;70531.0;Wörgl;19.7;14039.0;319.87;6.27
949;;;;;;
950;;;;;;
951;70601.0;Faggen;3.61;3900.0;175.0;6.34
952;70602.0;Fendels;13.5;2590.0;142.63;4.3
953;70603.0;Fiss;37.71;9630.0;1000.0;7.41
954;70604.0;Fließ;47.52;3064.0;120.0;18.07
955;70605.0;Flirsch;31.07;1002.0;121.68;2.68
956;70606.0;Galtür;122.13;7650.0;321.08;6.17
957;70607.0;Grins;21.1;1363.0;198.0;3.17
958;70608.0;Ischgl;103.07;1573.0;611.28;4.59
959;70609.0;Kappl;97.45;2562.0;171.09;5.48
960;70610.0;Kaunerberg;23.45;4320.0;;10.87
961;70611.0;Kaunertal;193.52;5970.0;120.0;1.67
962;70612.0;Kauns;8.23;5050.0;101.37;19.22
963;70613.0;Ladis;7.1;5450.0;308.31;6.01
964;70614.0;Landeck;15.85;7605.0;241.22;3.62
965;70615.0;Nauders;90.24;1534.0;130.51;3.71
966;70616.0;Pettneu am Arlberg;56.78;1489.0;216.38;26.09
967;70617.0;Pfunds;140.44;2601.0;138.81;7.06
968;70618.0;Pians;2.89;8060.0;176.25;4.97
969;70619.0;Prutz;9.74;1866.0;171.31;13.21
970;70620.0;Ried im Oberinntal;27.44;125.0;185.63;13.38
971;70621.0;St. Anton am Arlberg;165.8;2342.0;650.0;7.12
972;70622.0;Schönwies;31.3;1683.0;178.32;18.51
973;70623.0;See;58.12;1266.0;156.68;7.65
974;70624.0;Serfaus;59.77;1129.0;574.45;7.18
975;70625.0;Spiss;24.62;1060.0;130.0;
976;70626.0;Stanz bei Landeck;7.33;5820.0;250.0;10.05
977;70627.0;Strengen;23.17;1237.0;131.53;15.27
978;70628.0;Tobadill;16.47;5150.0;139.2;2.87
979;70629.0;Tösens;31.06;7470.0;103.91;9.06
980;70630.0;Zams;125.05;339.0;400.0;9.9
981;;;;;;
982;;;;;;
983;61001.0;Allerheiligen bei Wildon;20.53;1528.0;39.41;2.71
984;61002.0;Arnfels;4.2;9840.0;29.45;3.5
985;61007.0;Empersdorf;14.24;1418.0;40.36;3.93
986;61008.0;Gabersdorf;19.87;1232.0;32.17;4.78
987;61012.0;Gralla;12.14;2556.0;66.0;4.23
988;61013.0;Großklein;27.73;2248.0;30.48;4.14
989;61016.0;Heimschuh;18.52;1947.0;33.62;3.61
990;61017.0;Hengsberg;17.79;1493.0;46.03;3.67
991;61019.0;Kitzeck im Sausal;16.35;1234.0;43.69;3.54
992;61020.0;Lang;15.68;1339.0;51.24;2.46
993;61021.0;Lebring-Sankt Margarethen;7.61;22.0;52.13;6.35
994;61024.0;Oberhaag;35.98;2069.0;25.2;2.1
995;61027.0;Ragnitz;20.77;152.0;36.68;4.0
996;61030.0;Sankt Andrä-Höch;20.64;1729.0;31.25;3.07
997;61032.0;Sankt Johann im Saggautal;27.04;1999.0;25.1;4.35
998;61033.0;Sankt Nikolai im Sausal;26.17;2291.0;45.88;2.9
999;61043.0;Tillmitsch;15.03;3364.0;56.03;5.05
1000;61045.0;Wagna;13.02;6176.0;79.48;4.4
1001;61049.0;Ehrenhausen an der Weinstraße;20.32;2519.0;39.78;3.51
1002;61050.0;Gamlitz;36.89;3208.0;40.99;3.41
1003;61051.0;Gleinstätten;21.92;2775.0;32.63;4.53
1004;61052.0;Heiligenkreuz am Waasen;26.39;2833.0;45.82;2.88
1005;61053.0;Leibnitz;23.55;12405.0;81.5;6.1
1006;61054.0;Leutschach an der Weinstraße;75.78;3665.0;31.47;3.42
1007;61055.0;Sankt Georgen an der Stiefing;18.73;1552.0;45.0;3.3
1008;61057.0;Schwarzautal;40.24;229.0;25.61;3.96
1009;61059.0;Wildon;32.68;5489.0;60.11;4.53
1010;61060.0;Sankt Veit in der Südsteiermark;74.15;4311.0;30.12;4.53
1011;61061.0;Straß in Steiermark;47.7;6372.0;33.36;4.45
1012;;;;;;
1013;;;;;;
1014;61101.0;Eisenerz;124.55;3833.0;26.52;8.64
1015;61105.0;Kalwang;67.31;9790.0;42.0;3.99
1016;61106.0;Kammern im Liesingtal;58.73;1579.0;42.46;2.04
1017;61107.0;Kraubath an der Mur;27.5;1318.0;45.02;3.6
1018;61108.0;Leoben;107.8;24473.0;72.53;6.09
1019;61109.0;Mautern in Steiermark;108.86;1762.0;35.72;2.57
1020;61110.0;Niklasdorf;15.14;2388.0;52.27;2.54
1021;61111.0;Proleb;24.51;1557.0;68.45;3.1
1022;61112.0;Radmer;82.48;5290.0;25.3;3.64
1023;61113.0;Sankt Michael in Obersteiermark;56.08;3041.0;62.31;2.42
1024;61114.0;Sankt Peter-Freienstein;27.31;2363.0;42.52;7.41
1025;61115.0;Sankt Stefan ob Leoben;78.58;1916.0;47.28;9.31
1026;61116.0;Traboch;12.49;1389.0;50.65;11.78
1027;61118.0;Vordernberg;27.81;9700.0;28.8;8.53
1028;61119.0;Wald am Schoberpaß;90.33;5450.0;50.85;7.25
1029;61120.0;Trofaiach;143.33;11117.0;57.16;6.39
1030;;;;;;
1031;;;;;;
1032;70701.0;Abfaltersbach;10.29;6530.0;92.82;6.02
1033;70702.0;Ainet;40.43;9260.0;85.96;4.06
1034;70703.0;Amlach;22.46;4960.0;150.0;13.67
1035;70704.0;Anras;62.08;1234.0;86.17;3.87
1036;70705.0;Assling;98.97;1791.0;91.57;9.96
1037;70706.0;Außervillgraten;79.08;7490.0;88.14;5.12
1038;70707.0;Dölsach;24.18;232.0;106.79;11.54
1039;70708.0;Gaimberg;7.27;8470.0;150.59;4.57
1040;70709.0;Hopfgarten in Defereggen;73.16;6930.0;160.32;25.95
1041;70710.0;Innervillgraten;87.83;9110.0;95.0;5.06
1042;70711.0;Iselsberg-Stronach;17.98;5990.0;120.71;6.59
1043;70712.0;Kals am Großglockner;180.43;113.0;100.0;9.06
1044;70713.0;Kartitsch;58.93;7700.0;93.56;2.53
1045;70714.0;Lavant;22.57;3300.0;86.88;17.67
1046;70715.0;Leisach;33.29;7160.0;118.75;14.78
1047;70716.0;Lienz;15.93;119.0;220.77;14.49
1048;70717.0;Matrei in Osttirol;278.11;4646.0;118.31;6.23
1049;70718.0;Nikolsdorf;33.68;8810.0;78.78;4.73
1050;70719.0;Nußdorf-Debant;53.46;3366.0;128.75;3.16
1051;70720.0;Oberlienz;33.78;1468.0;119.22;7.41
1052;70721.0;Obertilliach;65.09;6640.0;133.42;1.86
1053;70723.0;Prägraten am Großvenediger;180.36;1141.0;101.56;7.82
1054;70724.0;St. Jakob in Defereggen;186.07;8400.0;109.45;9.82
1055;70725.0;St. Johann im Walde;32.86;2980.0;;18.15
1056;70726.0;St. Veit in Defereggen;61.48;6450.0;117.31;19.75
1057;70727.0;Schlaiten;36.61;4630.0;81.74;3.28
1058;70728.0;Sillian;36.23;2029.0;141.35;6.37
1059;70729.0;Strassen;17.03;7950.0;100.12;13.59
1060;70731.0;Thurn;12.27;6150.0;171.3;4.08
1061;70732.0;Tristach;18.8;144.0;167.81;11.41
1062;70733.0;Untertilliach;36.33;2240.0;;1.57
1063;70734.0;Virgen;88.84;22.0;103.64;9.66
1064;70735.0;Heinfels;14.57;9880.0;131.02;7.41
1065;;;;;;
1066;;;;;;
1067;61203.0;Aigen im Ennstal;86.39;2686.0;57.84;6.14
1068;61204.0;Altaussee;92.17;1879.0;219.48;5.25
1069;61205.0;Altenmarkt bei Sankt Gallen;43.08;8190.0;28.75;9.06
1070;61206.0;Ardning;34.19;1216.0;52.21;4.06
1071;61207.0;Bad Aussee;81.92;4837.0;94.06;6.55
1072;61213.0;Gröbming;66.81;3086.0;83.25;7.63
1073;61215.0;Grundlsee;151.64;1176.0;76.14;6.55
1074;61217.0;Haus;83.54;2403.0;108.07;5.22
1075;61222.0;Lassing;37.28;1713.0;47.55;2.42
1076;61236.0;Ramsau am Dachstein;75.71;2801.0;187.5;12.28
1077;61243.0;Selzthal;16.79;1538.0;58.56;9.06
1078;61247.0;Trieben;45.41;3384.0;50.35;2.07
1079;61251.0;Wildalpen;203.0;4530.0;20.52;7.56
1080;61252.0;Wörschach;42.86;1149.0;57.49;4.65
1081;61253.0;Admont;299.93;4979.0;48.0;4.06
1082;61254.0;Aich;56.51;1305.0;90.67;7.29
1083;61255.0;Bad Mitterndorf;196.4;4902.0;78.2;6.15
1084;61256.0;Gaishorn am See;77.15;1286.0;50.82;3.52
1085;61257.0;Irdning-Donnersbachtal;199.76;4124.0;68.96;3.53
1086;61258.0;Landl;255.87;2684.0;27.01;5.69
1087;61259.0;Liezen;91.83;8255.0;76.56;5.4
1088;61260.0;Michaelerberg-Pruggern;47.67;1165.0;60.19;4.47
1089;61261.0;Mitterberg-Sankt Martin;54.97;1936.0;61.02;6.04
1090;61262.0;Öblarn;70.24;2033.0;50.59;7.32
1091;61263.0;Rottenmann;205.5;5178.0;46.68;2.72
1092;61264.0;Sankt Gallen;129.88;1801.0;45.48;2.3
1093;61265.0;Schladming;211.29;6588.0;240.0;9.06
1094;61266.0;Sölk;288.5;1493.0;42.04;4.41
1095;61267.0;Stainach-Pürgg;73.0;2807.0;67.4;3.93
1096;;;;;;
1097;;;;;;
1098;31401.0;Annaberg;63.56;5250.0;30.51;2.42
1099;31402.0;Eschenau;24.61;131.0;50.94;2.19
1100;31403.0;Hainfeld;44.71;3805.0;60.0;2.79
1101;31404.0;Hohenberg;56.74;1506.0;75.15;1.88
1102;31405.0;Kaumberg;43.06;1054.0;71.93;4.35
1103;31406.0;Kleinzell;93.17;8800.0;51.98;4.58
1104;31407.0;Lilienfeld;54.09;2659.0;76.41;1.48
1105;31408.0;Mitterbach am Erlaufsee;67.36;4820.0;40.59;2.58
1106;31409.0;Ramsau;54.73;8310.0;53.31;3.44
1107;31410.0;Rohrbach an der Gölsen;14.81;1549.0;64.41;4.29
1108;31411.0;St. Aegyd am Neuwalde;184.68;1868.0;42.0;3.26
1109;31412.0;St. Veit an der Gölsen;78.25;3895.0;54.99;2.72
1110;31413.0;Traisen;6.81;341.0;58.2;10.12
1111;31414.0;Türnitz;146.12;1922.0;34.7;1.79
1112;;;;;;
1113;;;;;;
1114;41001.0;Allhaming;14.24;1176.0;109.45;7.0
1115;41002.0;Ansfelden;31.35;16949.0;178.8;11.57
1116;41003.0;Asten;8.48;6745.0;156.08;10.11
1117;41004.0;Eggendorf im Traunkreis;9.37;1039.0;98.0;6.15
1118;41005.0;Enns;33.06;11951.0;144.38;11.38
1119;41006.0;Hargelsberg;17.89;1387.0;124.6;12.21
1120;41007.0;Hörsching;20.0;619.0;198.88;10.87
1121;41008.0;Hofkirchen im Traunkreis;13.91;1945.0;110.9;8.45
1122;41009.0;Kematen an der Krems;21.53;288.0;101.88;12.6
1123;41010.0;Kirchberg-Thening;15.9;2438.0;256.22;7.81
1124;41011.0;Kronstorf;21.32;3545.0;109.15;7.1
1125;41012.0;Leonding;24.04;28901.0;333.71;15.48
1126;41013.0;St. Florian;44.14;6178.0;153.42;9.06
1127;41014.0;Neuhofen an der Krems;17.98;6645.0;133.77;8.84
1128;41015.0;Niederneukirchen;20.79;2109.0;137.54;8.97
1129;41016.0;Oftering;13.5;2103.0;123.5;5.77
1130;41017.0;Pasching;12.48;7595.0;239.42;7.94
1131;41018.0;Piberbach;17.3;188.0;108.28;12.61
1132;41019.0;Pucking;19.69;3997.0;156.83;5.55
1133;41020.0;St. Marien;37.61;4809.0;133.97;9.06
1134;41021.0;Traun;15.5;24712.0;218.9;7.6
1135;41022.0;Wilhering;30.0;5928.0;196.41;5.17
1136;;;;;;
1137;;;;;;
1138;10601.0;Draßburg;9.68;1232.0;57.38;2.33
1139;10602.0;Forchtenstein;16.58;2766.0;55.02;2.0
1140;10603.0;Hirm;3.11;1022.0;72.5;1.65
1141;10604.0;Loipersbach im Burgenland;8.54;1209.0;55.0;1.34
1142;10605.0;Marz;17.41;2074.0;44.09;1.66
1143;10606.0;Mattersburg;28.19;744.0;92.58;2.0
1144;10607.0;Neudörfl;9.02;4622.0;110.71;2.88
1145;10608.0;Pöttelsdorf;7.86;7490.0;62.04;2.26
1146;10609.0;Pöttsching;24.63;2974.0;77.82;1.95
1147;10610.0;Rohrbach bei Mattersburg;15.22;2641.0;50.25;1.57
1148;10611.0;Bad Sauerbrunn;2.35;2235.0;122.26;3.56
1149;10612.0;Schattendorf;12.12;2354.0;58.75;1.93
1150;10613.0;Sieggraben;17.7;1236.0;24.22;1.65
1151;10614.0;Sigleß;10.17;1164.0;59.09;1.83
1152;10615.0;Wiesen;18.91;2705.0;88.7;2.43
1153;10616.0;Antau;8.75;7730.0;27.41;4.47
1154;10617.0;Baumgarten;6.96;8850.0;58.01;2.05
1155;10618.0;Zemendorf-Stöttera;12.83;1276.0;55.67;1.99
1156;10619.0;Krensdorf;7.78;6320.0;54.72;1.73
1157;;;;;;
1158;;;;;;
1159;31502.0;Artstetten-Pöbring;27.42;1209.0;40.85;3.07
1160;31503.0;Bergland;33.85;1933.0;49.27;4.74
1161;31504.0;Bischofstetten;19.11;1218.0;39.02;4.72
1162;31505.0;Blindenmarkt;16.97;2681.0;50.59;9.28
1163;31506.0;Dorfstetten;33.27;5860.0;39.43;9.06
1164;31507.0;Dunkelsteinerwald;54.31;2396.0;39.38;2.72
1165;31508.0;Erlauf;9.69;1088.0;41.52;5.55
1166;31509.0;Golling an der Erlauf;2.71;1506.0;40.0;11.96
1167;31511.0;Hofamt Priel;39.65;1702.0;40.93;2.98
1168;31513.0;Hürm;36.16;1864.0;35.14;14.19
1169;31514.0;Kilb;45.42;256.0;36.86;6.95
1170;31515.0;Kirnberg an der Mank;17.72;109.0;;18.27
1171;31516.0;Klein-Pöchlarn;6.91;1021.0;51.51;2.47
1172;31517.0;Krummnußbaum;10.04;1529.0;42.6;5.18
1173;31519.0;Leiben;12.56;1362.0;38.0;9.4
1174;31520.0;Loosdorf;11.85;3804.0;65.77;6.33
1175;31521.0;Mank;33.64;3232.0;44.02;9.71
1176;31522.0;Marbach an der Donau;10.69;17.0;49.7;4.59
1177;31523.0;Maria Taferl;12.17;9080.0;42.02;3.01
1178;31524.0;Melk;25.77;5636.0;80.05;3.44
1179;31525.0;Münichreith-Laimbach;38.83;1639.0;35.88;9.72
1180;31527.0;Neumarkt an der Ybbs;9.33;1992.0;43.0;5.49
1181;31528.0;Nöchling;19.6;1047.0;41.35;15.48
1182;31530.0;Persenbeug-Gottsdorf;8.33;2173.0;48.5;16.3
1183;31531.0;Petzenkirchen;2.92;1424.0;57.1;13.36
1184;31533.0;Pöchlarn;17.91;3961.0;54.44;9.06
1185;31534.0;Pöggstall;59.01;2422.0;39.98;2.28
1186;31535.0;Raxendorf;36.07;1047.0;42.0;2.62
1187;31537.0;Ruprechtshofen;30.63;2291.0;37.93;5.68
1188;31539.0;St. Leonhard am Forst;43.7;3038.0;40.13;3.62
1189;31540.0;St. Martin-Karlsbach;24.87;1636.0;41.77;5.0
1190;31541.0;St. Oswald;31.99;1123.0;35.0;12.08
1191;31542.0;Schönbühel-Aggsbach;28.5;9570.0;51.23;2.41
1192;31543.0;Schollach;19.71;101.0;44.24;14.42
1193;31546.0;Weiten;28.47;1099.0;36.82;3.38
1194;31549.0;Ybbs an der Donau;23.79;5592.0;47.26;10.6
1195;31550.0;Zelking-Matzleinsdorf;21.18;1218.0;35.48;4.64
1196;31551.0;Texingtal;32.51;1668.0;37.03;20.36
1197;31552.0;Yspertal;47.84;1988.0;33.02;11.1
1198;31553.0;Emmersdorf an der Donau;29.71;1765.0;85.37;2.24
1199;;;;;;
1200;;;;;;
1201;31601.0;Altlichtenwarth;20.43;7690.0;23.09;1.81
1202;31603.0;Asparn an der Zaya;40.5;1875.0;36.68;2.96
1203;31604.0;Bernhardsthal;52.09;1571.0;36.78;1.83
1204;31605.0;Bockfließ;23.04;1339.0;129.28;2.69
1205;31606.0;Drasenhofen;35.21;1104.0;55.21;2.31
1206;31608.0;Falkenstein;19.2;4810.0;45.04;1.81
1207;31609.0;Fallbach;30.43;8170.0;59.19;2.97
1208;31611.0;Gaubitsch;22.48;8810.0;72.87;4.72
1209;31612.0;Gaweinstal;51.73;3985.0;64.03;2.07
1210;31613.0;Gnadendorf;48.33;1144.0;39.25;3.06
1211;31614.0;Großebersdorf;18.01;2197.0;106.9;2.96
1212;31615.0;Großengersdorf;15.58;1496.0;140.0;2.75
1213;31616.0;Großharras;42.7;1117.0;65.79;1.98
1214;31617.0;Großkrut;38.47;1605.0;47.53;2.85
1215;31620.0;Hausbrunn;16.19;8610.0;41.72;2.67
1216;31621.0;Herrnbaumgarten;16.53;9510.0;50.0;1.43
1217;31622.0;Hochleithen;19.93;1147.0;94.42;3.04
1218;31627.0;Kreuttal;21.54;1485.0;97.84;1.72
1219;31628.0;Kreuzstetten;24.35;1545.0;85.94;1.71
1220;31629.0;Laa an der Thaya;72.91;6237.0;32.48;2.51
1221;31630.0;Ladendorf;50.14;2282.0;65.0;2.03
1222;31633.0;Mistelbach;131.61;11566.0;86.81;2.64
1223;31634.0;Neudorf im Weinviertel;40.15;1407.0;46.91;3.43
1224;31636.0;Niederleis;19.53;8920.0;31.24;2.98
1225;31642.0;Pillichsdorf;14.35;1163.0;164.29;3.17
1226;31644.0;Poysdorf;97.3;5506.0;35.23;2.0
1227;31645.0;Rabensburg;19.89;1093.0;24.53;1.69
1228;31646.0;Schrattenberg;19.15;8250.0;40.0;1.6
1229;31649.0;Staatz;42.67;1912.0;44.31;2.06
1230;31650.0;Stronsdorf;48.18;1621.0;34.34;2.54
1231;31651.0;Ulrichskirchen-Schleinbach;26.52;2621.0;122.89;2.08
1232;31652.0;Unterstinkenbrunn;9.43;5560.0;;5.01
1233;31653.0;Wildendürnbach;53.67;1575.0;62.0;1.89
1234;31654.0;Wilfersdorf;30.49;2135.0;66.72;2.42
1235;31655.0;Wolkersdorf im Weinviertel;44.62;7299.0;183.54;2.47
1236;31658.0;Ottenthal;15.4;5370.0;26.13;1.61
1237;;;;;;
1238;;;;;;
1239;61410.0;Mühlen;50.69;8820.0;31.41;1.81
1240;61413.0;Niederwölz;10.27;5870.0;36.98;9.17
1241;61425.0;St. Peter am Kammersberg;84.21;2052.0;33.39;4.85
1242;61428.0;Schöder;74.9;9190.0;31.94;2.61
1243;61437.0;Krakau;123.73;139.0;30.3;3.83
1244;61438.0;Murau;76.7;3502.0;101.88;2.42
1245;61439.0;Neumarkt in der Steiermark;163.62;4902.0;38.16;4.51
1246;61440.0;Oberwölz;210.31;2931.0;43.88;4.13
1247;61441.0;Ranten;52.44;1163.0;34.47;3.14
1248;61442.0;Sankt Georgen am Kreischberg;111.84;1746.0;142.63;3.21
1249;61443.0;Sankt Lambrecht;70.25;1797.0;37.65;1.87
1250;61444.0;Scheifling;57.27;2142.0;40.18;3.0
1251;61445.0;Stadl-Predlitz;256.39;1661.0;112.5;2.17
1252;61446.0;Teufenbach-Katsch;42.31;1885.0;39.47;4.53
1253;;;;;;
1254;;;;;;
1255;62007.0;Fohnsdorf;54.73;7675.0;49.03;6.09
1256;62008.0;Gaal;197.57;1349.0;42.56;4.54
1257;62010.0;Hohentauern;92.61;3920.0;99.8;17.4
1258;62014.0;Kobenz;17.65;1912.0;57.99;5.8
1259;62021.0;Pusterwald;105.39;4350.0;31.2;2.0
1260;62026.0;Sankt Georgen ob Judenburg;44.36;8320.0;30.06;2.98
1261;62032.0;Sankt Peter ob Judenburg;50.35;1081.0;50.87;3.99
1262;62034.0;Seckau;46.27;1291.0;45.63;3.4
1263;62036.0;Unzmarkt-Frauenburg;36.48;1302.0;48.4;6.66
1264;62038.0;Zeltweg;8.71;6998.0;41.96;9.16
1265;62039.0;Lobmingtal;54.43;1844.0;45.6;5.12
1266;62040.0;Judenburg;63.8;987.0;60.19;3.78
1267;62041.0;Knittelfeld;13.86;12621.0;66.89;11.84
1268;62042.0;Obdach;159.23;3756.0;39.46;5.17
1269;62043.0;Pöls-Oberkurzheim;62.56;2973.0;38.4;6.79
1270;62044.0;Pölstal;270.41;2598.0;32.16;6.82
1271;62045.0;Sankt Marein-Feistritz;70.65;2035.0;48.9;5.78
1272;62046.0;Sankt Margarethen bei Knittelfeld;148.35;2685.0;32.52;4.56
1273;62047.0;Spielberg;29.72;5364.0;57.89;6.04
1274;62048.0;Weißkirchen in Steiermark;149.73;4783.0;55.5;5.43
1275;31701.0;Achau;11.88;1425.0;351.37;8.91
1276;31702.0;Biedermannsdorf;8.95;3131.0;458.46;8.19
1277;31703.0;Breitenfurt bei Wien;27.08;5866.0;270.4;3.11
1278;31704.0;Brunn am Gebirge;7.26;11976.0;422.03;9.06
1279;31706.0;Gaaden;24.9;1645.0;310.77;21.62
1280;31707.0;Gießhübl;3.91;2367.0;474.62;5.12
1281;31709.0;Gumpoldskirchen;8.11;3901.0;384.0;3.3
1282;31710.0;Guntramsdorf;14.87;9227.0;404.49;4.73
1283;31711.0;Hennersdorf;5.45;1545.0;275.0;7.48
1284;31712.0;Hinterbrühl;16.98;3966.0;430.51;7.0
1285;31713.0;Kaltenleutgeben;17.49;3341.0;227.83;3.19
1286;31714.0;Laab im Walde;7.15;1113.0;281.48;2.87
1287;31715.0;Laxenburg;10.61;2886.0;436.24;9.15
1288;31716.0;Maria Enzersdorf;5.27;8627.0;527.12;6.14
1289;31717.0;Mödling;10.04;20562.0;480.2;8.33
1290;31718.0;Münchendorf;20.0;296.0;204.36;7.96
1291;31719.0;Perchtoldsdorf;12.58;15013.0;545.73;6.79
1292;31723.0;Vösendorf;10.48;7295.0;295.61;10.33
1293;31725.0;Wiener Neudorf;6.05;9341.0;324.57;6.97
1294;31726.0;Wienerwald;48.58;2897.0;183.24;2.07
1295;;;;;;
1296;;;;;;
1297;31801.0;Altendorf;7.23;3570.0;46.39;4.37
1298;31802.0;Aspang-Markt;5.22;1783.0;76.07;4.76
1299;31803.0;Aspangberg-St. Peter;81.75;1858.0;57.55;3.25
1300;31804.0;Breitenau;9.65;1579.0;77.01;2.17
1301;31805.0;Breitenstein;20.24;3150.0;50.1;1.81
1302;31806.0;Buchbach;3.03;3520.0;64.07;11.32
1303;31807.0;Edlitz;14.21;9040.0;48.79;4.0
1304;31808.0;Enzenreith;9.24;1986.0;66.0;4.82
1305;31809.0;Feistritz am Wechsel;24.04;1033.0;49.18;2.13
1306;31810.0;Gloggnitz;19.62;592.0;73.72;2.86
1307;31811.0;Grafenbach-St. Valentin;13.97;2208.0;58.65;1.93
1308;31812.0;Grimmenstein;14.83;1319.0;50.61;11.45
1309;31813.0;Grünbach am Schneeberg;7.35;1573.0;60.71;4.09
1310;31814.0;Kirchberg am Wechsel;51.39;251.0;55.13;10.87
1311;31815.0;Mönichkirchen;16.29;6180.0;37.42;3.7
1312;31817.0;Natschbach-Loipersbach;10.69;1698.0;93.71;7.62
1313;31818.0;Neunkirchen;20.39;12712.0;86.0;2.0
1314;31820.0;Otterthal;6.21;5890.0;37.27;1.85
1315;31821.0;Payerbach;17.7;206.0;64.85;5.32
1316;31823.0;Pitten;13.1;2855.0;80.0;2.05
1317;31825.0;Prigglitz;18.02;4300.0;73.0;1.78
1318;31826.0;Puchberg am Schneeberg;83.42;2693.0;72.28;2.26
1319;31827.0;Raach am Hochgebirge;13.29;3030.0;40.47;1.31
1320;31829.0;Reichenau an der Rax;89.29;2512.0;51.75;1.5
1321;31830.0;St. Corona am Wechsel;8.75;3880.0;36.48;2.03
1322;31831.0;St. Egyden am Steinfeld;26.26;2046.0;75.05;2.0
1323;31832.0;Scheiblingkirchen-Thernberg;37.82;1889.0;50.0;1.77
1324;31833.0;Schottwien;12.56;6790.0;52.19;2.26
1325;31834.0;Schrattenbach;10.92;3850.0;39.54;1.57
1326;31835.0;Schwarzau am Steinfeld;9.72;2016.0;79.04;2.66
1327;31836.0;Schwarzau im Gebirge;192.33;6130.0;28.23;3.18
1328;31837.0;Seebenstein;9.16;1445.0;75.44;1.1
1329;31838.0;Semmering;8.72;5260.0;61.19;2.49
1330;31839.0;Ternitz;65.42;1467.0;71.49;2.48
1331;31840.0;Thomasberg;29.0;1265.0;43.26;1.89
1332;31841.0;Trattenbach;31.03;5370.0;32.02;1.86
1333;31842.0;Bürg-Vöstenhof;25.11;1670.0;;9.01
1334;31843.0;Warth;30.17;1495.0;50.81;2.21
1335;31844.0;Wartmannstetten;21.59;163.0;62.5;2.89
1336;31845.0;Willendorf;7.4;9680.0;60.71;2.08
1337;31846.0;Wimpassing im Schwarzatale;2.08;1622.0;67.54;
1338;31847.0;Würflach;12.27;1577.0;68.06;1.84
1339;31848.0;Zöbern;31.56;1401.0;38.67;2.72
1340;31849.0;Höflein an der Hohen Wand;8.95;8680.0;54.5;2.07
1341;;;;;;
1342;;;;;;
1343;10701.0;Andau;47.31;2283.0;40.02;2.07
1344;10702.0;Apetlon;82.08;1762.0;36.33;2.03
1345;10703.0;Bruckneudorf;36.65;3099.0;137.5;3.78
1346;10704.0;Deutsch Jahrndorf;27.42;6150.0;42.56;1.7
1347;10705.0;Frauenkirchen;31.95;2875.0;70.72;2.47
1348;10706.0;Gattendorf;25.12;1372.0;111.25;1.67
1349;10707.0;Gols;42.21;3875.0;79.77;1.9
1350;10708.0;Halbturn;55.19;1932.0;62.9;1.96
1351;10709.0;Illmitz;91.81;2398.0;59.38;2.07
1352;10710.0;Jois;25.92;164.0;101.57;2.98
1353;10711.0;Kittsee;19.26;3308.0;155.99;2.72
1354;10712.0;Mönchhof;33.56;2244.0;64.53;2.02
1355;10713.0;Neusiedl am See;57.02;8568.0;174.34;2.14
1356;10714.0;Nickelsdorf;60.7;1808.0;47.87;1.54
1357;10715.0;Pama;26.4;1218.0;59.68;1.99
1358;10716.0;Pamhagen;33.04;1574.0;52.27;2.27
1359;10717.0;Parndorf;59.24;4825.0;86.17;2.41
1360;10718.0;Podersdorf am See;41.72;2138.0;101.18;1.87
1361;10719.0;Sankt Andrä am Zicksee;31.71;1372.0;52.7;2.18
